received_at,dev_eui,device_name,application_id,f_port,f_cnt,temperature,humidity,battery,eco2,tvoc,rssi,snr,gateway_id
﻿id,received_at,dev_eui,device_name,temperature,humidity,battery,eco2,tvoc,rssi,snr,gateway_id
482,2026-04-30T19:54:18.797508000+00:00,dc87888964b32cea,Node1,35.4,70.12,3.757,0.0,0.0,-73,3.46,0016c001f156c3ab
1481,2026-04-30T19:50:47.149829000+00:00,dc87888964b32ceb,AirNode1,34.86,82.0,3.866,645.1,278.8,-72,8.27,0016c001f156c3ab
2481,2026-04-30T19:50:12.085846000+00:00,dc87888964b32cec,AirNode2,19.1,39.42,3.884,1610.0,265.8,-74,7.39,0016c001f156c3ab
481,2026-04-30T19:49:57.988499000+00:00,dc87888964b32cea,Node1,35.11,70.77,3.757,0.0,0.0,-80,7.14,0016c001f156c3ad
2480,2026-04-30T19:46:27.636069000+00:00,dc87888964b32cec,AirNode2,18.55,37.5,3.884,1597.9,257.3,-79,5.49,0016c001f156c3ac
1480,2026-04-30T19:45:53.189706000+00:00,dc87888964b32ceb,AirNode1,34.96,81.83,3.867,647.2,271.5,-83,3.89,0016c001f156c3ab
480,2026-04-30T19:45:45.005130000+00:00,dc87888964b32cea,Node1,34.9,69.82,3.757,0.0,0.0,-78,5.02,0016c001f156c3ab
479,2026-04-30T19:42:02.876632000+00:00,dc87888964b32cea,Node1,34.7,70.31,3.758,0.0,0.0,-75,4.55,0016c001f156c3ab
2479,2026-04-30T19:41:46.348797000+00:00,dc87888964b32cec,AirNode2,18.74,36.77,3.884,1646.1,250.0,-79,8.02,0016c001f156c3ac
1479,2026-04-30T19:41:42.167610000+00:00,dc87888964b32ceb,AirNode1,34.63,81.91,3.867,637.4,271.1,-79,5.95,0016c001f156c3ac
2478,2026-04-30T19:37:18.235420000+00:00,dc87888964b32cec,AirNode2,19.75,37.76,3.885,1652.1,240.6,-81,5.84,0016c001f156c3ab
478,2026-04-30T19:37:17.391858000+00:00,dc87888964b32cea,Node1,34.55,69.7,3.758,0.0,0.0,-79,7.45,0016c001f156c3ac
1478,2026-04-30T19:36:59.089994000+00:00,dc87888964b32ceb,AirNode1,34.83,81.56,3.867,626.6,268.0,-72,4.75,0016c001f156c3ac
1477,2026-04-30T19:33:23.455299000+00:00,dc87888964b32ceb,AirNode1,34.53,81.77,3.867,607.9,261.2,-68,3.15,0016c001f156c3ad
477,2026-04-30T19:33:09.320398000+00:00,dc87888964b32cea,Node1,34.57,68.69,3.758,0.0,0.0,-73,8.35,0016c001f156c3ad
2477,2026-04-30T19:32:59.960775000+00:00,dc87888964b32cec,AirNode2,19.73,35.79,3.885,1705.4,227.8,-76,3.67,0016c001f156c3ac
2476,2026-04-30T19:29:15.647299000+00:00,dc87888964b32cec,AirNode2,19.21,35.38,3.885,1751.2,254.1,-83,7.76,0016c001f156c3ab
1476,2026-04-30T19:28:43.606556000+00:00,dc87888964b32ceb,AirNode1,34.57,81.19,3.868,569.3,260.4,-68,5.64,0016c001f156c3ac
476,2026-04-30T19:28:30.587593000+00:00,dc87888964b32cea,Node1,34.59,69.61,3.758,0.0,0.0,-74,6.57,0016c001f156c3ab
475,2026-04-30T19:24:45.684120000+00:00,dc87888964b32cea,Node1,35.01,69.62,3.759,0.0,0.0,-83,9.81,0016c001f156c3ab
2475,2026-04-30T19:24:43.432246000+00:00,dc87888964b32cec,AirNode2,18.5,36.28,3.885,1762.1,276.0,-73,6.86,0016c001f156c3ab
1475,2026-04-30T19:24:22.142734000+00:00,dc87888964b32ceb,AirNode1,34.4,82.98,3.868,659.9,276.8,-74,8.01,0016c001f156c3ac
474,2026-04-30T19:20:31.799836000+00:00,dc87888964b32cea,Node1,35.24,71.6,3.759,0.0,0.0,-75,4.46,0016c001f156c3ac
2474,2026-04-30T19:20:07.433989000+00:00,dc87888964b32cec,AirNode2,18.54,36.4,3.886,1794.8,271.6,-74,8.63,0016c001f156c3ac
1474,2026-04-30T19:20:02.295221000+00:00,dc87888964b32ceb,AirNode1,33.64,83.04,3.868,659.1,271.0,-71,3.69,0016c001f156c3ad
473,2026-04-30T19:15:43.173992000+00:00,dc87888964b32cea,Node1,35.59,72.58,3.759,0.0,0.0,-78,4.86,0016c001f156c3ab
2473,2026-04-30T19:15:28.206345000+00:00,dc87888964b32cec,AirNode2,19.08,36.51,3.886,1796.6,277.8,-74,7.3,0016c001f156c3ab
1473,2026-04-30T19:15:22.270351000+00:00,dc87888964b32ceb,AirNode1,33.67,83.66,3.868,685.8,278.1,-75,7.41,0016c001f156c3ab
2472,2026-04-30T19:11:58.393906000+00:00,dc87888964b32cec,AirNode2,19.64,37.74,3.886,1836.5,283.2,-80,4.94,0016c001f156c3ab
472,2026-04-30T19:11:53.953907000+00:00,dc87888964b32cea,Node1,35.66,72.3,3.759,0.0,0.0,-77,5.99,0016c001f156c3ab
1472,2026-04-30T19:11:45.631607000+00:00,dc87888964b32ceb,AirNode1,33.33,83.9,3.869,706.2,308.4,-68,5.5,0016c001f156c3ad
1471,2026-04-30T19:07:39.735486000+00:00,dc87888964b32ceb,AirNode1,33.55,82.27,3.869,761.7,284.9,-87,6.35,0016c001f156c3ad
471,2026-04-30T19:07:30.268202000+00:00,dc87888964b32cea,Node1,35.58,72.45,3.76,0.0,0.0,-75,5.69,0016c001f156c3ad
2471,2026-04-30T19:07:03.164286000+00:00,dc87888964b32cec,AirNode2,18.9,36.01,3.886,1870.4,276.7,-79,8.09,0016c001f156c3ab
2470,2026-04-30T19:03:07.128031000+00:00,dc87888964b32cec,AirNode2,18.25,36.31,3.886,1947.0,292.1,-72,4.48,0016c001f156c3ab
470,2026-04-30T19:02:30.112781000+00:00,dc87888964b32cea,Node1,35.45,72.41,3.76,0.0,0.0,-74,6.59,0016c001f156c3ab
1470,2026-04-30T19:02:26.008675000+00:00,dc87888964b32ceb,AirNode1,32.95,81.26,3.87,787.4,272.5,-67,4.27,0016c001f156c3ad
2469,2026-04-30T18:58:45.539413000+00:00,dc87888964b32cec,AirNode2,17.89,37.77,3.887,1990.7,277.5,-71,6.31,0016c001f156c3ac
1469,2026-04-30T18:58:42.954289000+00:00,dc87888964b32ceb,AirNode1,32.77,80.79,3.87,753.2,240.6,-78,6.36,0016c001f156c3ab
469,2026-04-30T18:58:25.317581000+00:00,dc87888964b32cea,Node1,35.8,72.7,3.76,0.0,0.0,-76,5.18,0016c001f156c3ad
1468,2026-04-30T18:54:42.111860000+00:00,dc87888964b32ceb,AirNode1,32.69,81.12,3.87,770.3,246.2,-75,7.16,0016c001f156c3ad
468,2026-04-30T18:54:15.556643000+00:00,dc87888964b32cea,Node1,35.71,73.22,3.76,0.0,0.0,-86,7.0,0016c001f156c3ad
2468,2026-04-30T18:53:54.774063000+00:00,dc87888964b32cec,AirNode2,17.82,38.81,3.887,2003.9,279.1,-68,6.25,0016c001f156c3ab
2467,2026-04-30T18:50:23.145739000+00:00,dc87888964b32cec,AirNode2,17.98,39.24,3.888,2027.8,298.5,-68,5.56,0016c001f156c3ab
1467,2026-04-30T18:49:52.377541000+00:00,dc87888964b32ceb,AirNode1,33.29,81.09,3.87,754.3,238.5,-77,6.01,0016c001f156c3ad
467,2026-04-30T18:49:45.667385000+00:00,dc87888964b32cea,Node1,35.78,73.22,3.761,0.0,0.0,-72,4.6,0016c001f156c3ac
2466,2026-04-30T18:45:52.730066000+00:00,dc87888964b32cec,AirNode2,18.53,39.2,3.888,2004.9,284.3,-77,9.67,0016c001f156c3ad
466,2026-04-30T18:45:41.657994000+00:00,dc87888964b32cea,Node1,36.17,73.13,3.761,0.0,0.0,-78,4.03,0016c001f156c3ad
1466,2026-04-30T18:45:09.138725000+00:00,dc87888964b32ceb,AirNode1,33.31,80.71,3.871,727.8,224.7,-73,6.47,0016c001f156c3ad
2465,2026-04-30T18:41:42.547705000+00:00,dc87888964b32cec,AirNode2,18.89,37.68,3.888,2028.5,272.8,-78,6.47,0016c001f156c3ad
465,2026-04-30T18:41:18.689261000+00:00,dc87888964b32cea,Node1,35.99,72.74,3.761,0.0,0.0,-71,6.39,0016c001f156c3ad
1465,2026-04-30T18:40:47.593287000+00:00,dc87888964b32ceb,AirNode1,33.43,83.22,3.871,775.8,228.2,-79,5.66,0016c001f156c3ac
2464,2026-04-30T18:37:26.526830000+00:00,dc87888964b32cec,AirNode2,18.52,38.88,3.888,2025.4,274.3,-77,4.76,0016c001f156c3ab
1464,2026-04-30T18:37:06.226282000+00:00,dc87888964b32ceb,AirNode1,33.94,83.53,3.871,734.8,206.1,-93,2.48,0016c001f156c3ac
464,2026-04-30T18:36:52.976014000+00:00,dc87888964b32cea,Node1,36.36,72.7,3.761,0.0,0.0,-75,4.97,0016c001f156c3ad
2463,2026-04-30T18:32:50.089702000+00:00,dc87888964b32cec,AirNode2,18.44,38.07,3.888,2049.0,281.2,-74,5.66,0016c001f156c3ac
463,2026-04-30T18:32:49.775773000+00:00,dc87888964b32cea,Node1,36.98,71.29,3.762,0.0,0.0,-77,4.64,0016c001f156c3ad
1463,2026-04-30T18:32:11.167110000+00:00,dc87888964b32ceb,AirNode1,34.38,82.95,3.872,803.9,235.2,-67,6.15,0016c001f156c3ac
462,2026-04-30T18:28:33.062740000+00:00,dc87888964b32cea,Node1,37.37,70.53,3.762,0.0,0.0,-80,5.5,0016c001f156c3ac
2462,2026-04-30T18:28:13.425315000+00:00,dc87888964b32cec,AirNode2,18.27,39.36,3.889,2101.5,311.6,-78,6.03,0016c001f156c3ac
1462,2026-04-30T18:28:08.719410000+00:00,dc87888964b32ceb,AirNode1,34.42,83.97,3.872,784.7,250.1,-63,8.22,0016c001f156c3ad
1461,2026-04-30T18:23:48.606560000+00:00,dc87888964b32ceb,AirNode1,34.3,84.37,3.872,739.3,234.8,-80,7.54,0016c001f156c3ab
461,2026-04-30T18:23:36.247269000+00:00,dc87888964b32cea,Node1,36.9,71.37,3.762,0.0,0.0,-71,7.07,0016c001f156c3ac
2461,2026-04-30T18:23:35.938652000+00:00,dc87888964b32cec,AirNode2,17.54,37.01,3.889,2121.0,328.1,-78,4.83,0016c001f156c3ab
1460,2026-04-30T18:20:06.276835000+00:00,dc87888964b32ceb,AirNode1,33.93,83.21,3.872,753.4,221.3,-73,3.82,0016c001f156c3ad
2460,2026-04-30T18:19:49.677778000+00:00,dc87888964b32cec,AirNode2,17.64,36.88,3.889,2089.0,339.3,-72,5.16,0016c001f156c3ac
460,2026-04-30T18:19:47.150468000+00:00,dc87888964b32cea,Node1,37.67,71.83,3.763,0.0,0.0,-75,6.25,0016c001f156c3ad
1459,2026-04-30T18:15:34.205036000+00:00,dc87888964b32ceb,AirNode1,33.99,84.53,3.873,736.6,210.8,-77,5.88,0016c001f156c3ad
459,2026-04-30T18:14:56.754676000+00:00,dc87888964b32cea,Node1,37.34,71.58,3.763,0.0,0.0,-74,4.65,0016c001f156c3ac
2459,2026-04-30T18:14:54.762409000+00:00,dc87888964b32cec,AirNode2,17.99,37.58,3.89,2073.3,328.6,-72,5.79,0016c001f156c3ad
458,2026-04-30T18:11:27.039873000+00:00,dc87888964b32cea,Node1,37.79,73.7,3.763,0.0,0.0,-79,3.83,0016c001f156c3ac
1458,2026-04-30T18:10:54.524285000+00:00,dc87888964b32ceb,AirNode1,33.77,85.9,3.873,706.3,205.5,-71,4.34,0016c001f156c3ac
2458,2026-04-30T18:10:35.481868000+00:00,dc87888964b32cec,AirNode2,18.51,38.07,3.89,2083.8,302.8,-74,3.75,0016c001f156c3ac
1457,2026-04-30T18:06:55.552768000+00:00,dc87888964b32ceb,AirNode1,33.72,86.39,3.873,751.6,203.8,-73,8.15,0016c001f156c3ac
457,2026-04-30T18:06:19.596298000+00:00,dc87888964b32cea,Node1,38.01,75.04,3.763,0.0,0.0,-73,4.44,0016c001f156c3ab
2457,2026-04-30T18:06:15.201352000+00:00,dc87888964b32cec,AirNode2,18.77,40.69,3.89,2138.6,307.0,-72,3.32,0016c001f156c3ac
1456,2026-04-30T18:02:48.365341000+00:00,dc87888964b32ceb,AirNode1,33.44,87.28,3.873,687.6,190.2,-68,9.78,0016c001f156c3ab
456,2026-04-30T18:02:48.344131000+00:00,dc87888964b32cea,Node1,37.87,77.2,3.764,0.0,0.0,-70,4.78,0016c001f156c3ab
2456,2026-04-30T18:02:11.438835000+00:00,dc87888964b32cec,AirNode2,19.66,39.72,3.89,2101.3,301.7,-81,5.45,0016c001f156c3ac
2455,2026-04-30T17:58:30.537433000+00:00,dc87888964b32cec,AirNode2,20.49,39.52,3.891,2020.3,277.0,-67,7.4,0016c001f156c3ab
1455,2026-04-30T17:57:57.460054000+00:00,dc87888964b32ceb,AirNode1,33.31,87.89,3.874,661.8,191.0,-71,3.27,0016c001f156c3ac
455,2026-04-30T17:57:47.827755000+00:00,dc87888964b32cea,Node1,38.02,77.41,3.764,0.0,0.0,-72,3.85,0016c001f156c3ad
1454,2026-04-30T17:53:40.390010000+00:00,dc87888964b32ceb,AirNode1,32.95,85.63,3.874,704.1,175.6,-70,4.7,0016c001f156c3ab
454,2026-04-30T17:53:32.640932000+00:00,dc87888964b32cea,Node1,38.82,77.13,3.764,0.0,0.0,-76,9.78,0016c001f156c3ac
2454,2026-04-30T17:53:19.751401000+00:00,dc87888964b32cec,AirNode2,20.66,40.06,3.891,2027.8,234.2,-78,2.51,0016c001f156c3ad
1453,2026-04-30T17:49:52.108248000+00:00,dc87888964b32ceb,AirNode1,33.53,86.19,3.875,623.4,174.0,-74,8.81,0016c001f156c3ac
453,2026-04-30T17:49:51.680957000+00:00,dc87888964b32cea,Node1,38.22,75.72,3.764,0.0,0.0,-72,8.02,0016c001f156c3ac
2453,2026-04-30T17:49:02.989270000+00:00,dc87888964b32cec,AirNode2,20.39,39.47,3.891,1941.9,237.0,-67,5.8,0016c001f156c3ad
2452,2026-04-30T17:45:22.537256000+00:00,dc87888964b32cec,AirNode2,20.96,39.01,3.891,1955.5,254.5,-75,7.38,0016c001f156c3ac
452,2026-04-30T17:45:19.887453000+00:00,dc87888964b32cea,Node1,38.0,76.91,3.765,0.0,0.0,-78,5.19,0016c001f156c3ad
1452,2026-04-30T17:45:08.007855000+00:00,dc87888964b32ceb,AirNode1,32.82,85.94,3.875,629.1,180.4,-78,5.77,0016c001f156c3ad
451,2026-04-30T17:41:15.303993000+00:00,dc87888964b32cea,Node1,37.95,77.34,3.765,0.0,0.0,-78,4.57,0016c001f156c3ad
1451,2026-04-30T17:41:12.645456000+00:00,dc87888964b32ceb,AirNode1,32.64,85.08,3.875,630.7,172.3,-74,6.5,0016c001f156c3ad
2451,2026-04-30T17:41:03.117002000+00:00,dc87888964b32cec,AirNode2,21.49,38.01,3.892,1971.6,255.3,-82,5.21,0016c001f156c3ac
2450,2026-04-30T17:36:55.927552000+00:00,dc87888964b32cec,AirNode2,21.9,40.02,3.892,1968.7,257.0,-82,6.33,0016c001f156c3ad
450,2026-04-30T17:36:53.768919000+00:00,dc87888964b32cea,Node1,38.51,77.1,3.765,0.0,0.0,-74,3.06,0016c001f156c3ac
1450,2026-04-30T17:36:30.141850000+00:00,dc87888964b32ceb,AirNode1,33.25,84.44,3.876,606.1,152.4,-67,8.28,0016c001f156c3ad
449,2026-04-30T17:31:59.361441000+00:00,dc87888964b32cea,Node1,38.5,78.21,3.766,0.0,0.0,-73,6.12,0016c001f156c3ac
1449,2026-04-30T17:31:54.373149000+00:00,dc87888964b32ceb,AirNode1,33.18,84.99,3.876,626.5,179.1,-68,4.16,0016c001f156c3ab
2449,2026-04-30T17:31:43.186210000+00:00,dc87888964b32cec,AirNode2,21.8,39.5,3.892,1954.5,261.9,-84,6.75,0016c001f156c3ab
2448,2026-04-30T17:27:43.495834000+00:00,dc87888964b32cec,AirNode2,21.8,38.31,3.892,1928.5,261.4,-74,5.12,0016c001f156c3ac
448,2026-04-30T17:27:37.849697000+00:00,dc87888964b32cea,Node1,38.81,78.57,3.766,0.0,0.0,-73,3.95,0016c001f156c3ac
1448,2026-04-30T17:27:22.671859000+00:00,dc87888964b32ceb,AirNode1,33.08,84.12,3.876,656.7,202.5,-79,5.35,0016c001f156c3ac
2447,2026-04-30T17:23:50.062493000+00:00,dc87888964b32cec,AirNode2,21.75,38.01,3.892,1993.1,231.3,-77,4.34,0016c001f156c3ad
1447,2026-04-30T17:23:23.921219000+00:00,dc87888964b32ceb,AirNode1,33.01,84.24,3.876,754.1,215.5,-72,6.2,0016c001f156c3ab
447,2026-04-30T17:23:15.949230000+00:00,dc87888964b32cea,Node1,39.46,78.93,3.766,0.0,0.0,-71,4.82,0016c001f156c3ab
446,2026-04-30T17:19:30.748623000+00:00,dc87888964b32cea,Node1,39.57,79.82,3.766,0.0,0.0,-76,5.29,0016c001f156c3ad
1446,2026-04-30T17:19:20.293607000+00:00,dc87888964b32ceb,AirNode1,33.31,84.76,3.877,726.7,242.5,-72,5.97,0016c001f156c3ad
2446,2026-04-30T17:19:00.624294000+00:00,dc87888964b32cec,AirNode2,21.68,37.88,3.893,2007.9,244.0,-69,7.11,0016c001f156c3ab
1445,2026-04-30T17:14:46.550770000+00:00,dc87888964b32ceb,AirNode1,34.03,84.97,3.877,618.3,233.4,-72,3.36,0016c001f156c3ac
445,2026-04-30T17:14:39.950511000+00:00,dc87888964b32cea,Node1,39.1,80.22,3.767,0.0,0.0,-81,8.16,0016c001f156c3ad
2445,2026-04-30T17:14:29.800723000+00:00,dc87888964b32cec,AirNode2,21.87,37.01,3.893,2000.7,255.2,-80,3.99,0016c001f156c3ab
444,2026-04-30T17:10:44.654398000+00:00,dc87888964b32cea,Node1,39.0,79.58,3.767,0.0,0.0,-76,5.96,0016c001f156c3ad
2444,2026-04-30T17:10:28.958663000+00:00,dc87888964b32cec,AirNode2,21.92,37.09,3.894,2025.6,251.3,-81,6.48,0016c001f156c3ab
1444,2026-04-30T17:10:25.976588000+00:00,dc87888964b32ceb,AirNode1,34.07,84.73,3.877,654.8,247.7,-74,6.95,0016c001f156c3ac
1443,2026-04-30T17:06:43.690162000+00:00,dc87888964b32ceb,AirNode1,33.9,84.94,3.878,648.6,258.1,-79,8.88,0016c001f156c3ac
2443,2026-04-30T17:06:26.594984000+00:00,dc87888964b32cec,AirNode2,21.76,35.49,3.894,2052.6,246.4,-65,4.17,0016c001f156c3ab
443,2026-04-30T17:06:05.636151000+00:00,dc87888964b32cea,Node1,38.31,80.83,3.768,0.0,0.0,-66,6.1,0016c001f156c3ac
1442,2026-04-30T17:02:04.986909000+00:00,dc87888964b32ceb,AirNode1,34.07,84.88,3.878,605.1,275.0,-68,8.51,0016c001f156c3ad
442,2026-04-30T17:01:55.334398000+00:00,dc87888964b32cea,Node1,37.59,80.51,3.768,0.0,0.0,-68,6.88,0016c001f156c3ad
2442,2026-04-30T17:01:40.518715000+00:00,dc87888964b32cec,AirNode2,21.81,34.94,3.894,2056.4,234.9,-76,5.99,0016c001f156c3ab
10,2026-04-30T16:59:26.681458000+00:00,dc87888964b32ceb,AirNode1,29.45,70.12,3.44,1916.9,74.1,-86,11.57,0016c001f156c3ac
9,2026-04-30T16:59:24.678590000+00:00,dc87888964b32cea,Node1,20.04,54.1,3.06,0.0,0.0,-83,1.42,0016c001f156c3ac
8,2026-04-30T16:59:22.675308000+00:00,dc87888964b32ceb,AirNode1,32.13,61.32,4.19,1669.6,296.7,-51,8.0,0016c001f156c3ab
7,2026-04-30T16:59:20.671846000+00:00,dc87888964b32cea,Node1,22.86,89.18,3.84,0.0,0.0,-107,0.66,0016c001f156c3ac
6,2026-04-30T16:59:18.667318000+00:00,dc87888964b32ceb,AirNode1,22.54,59.88,3.73,901.6,370.1,-81,1.62,0016c001f156c3ab
1441,2026-04-30T16:57:41.324519000+00:00,dc87888964b32ceb,AirNode1,34.13,86.39,3.879,581.0,265.1,-73,3.87,0016c001f156c3ad
2441,2026-04-30T16:57:20.617645000+00:00,dc87888964b32cec,AirNode2,22.15,34.54,3.895,1980.7,251.0,-80,7.03,0016c001f156c3ab
441,2026-04-30T16:57:20.194385000+00:00,dc87888964b32cea,Node1,37.15,80.99,3.768,0.0,0.0,-69,6.7,0016c001f156c3ac
1440,2026-04-30T16:53:30.151772000+00:00,dc87888964b32ceb,AirNode1,34.22,87.28,3.879,535.1,277.0,-71,5.9,0016c001f156c3ac
2440,2026-04-30T16:53:00.755956000+00:00,dc87888964b32cec,AirNode2,21.8,35.01,3.895,1971.3,273.3,-76,5.99,0016c001f156c3ad
440,2026-04-30T16:52:55.340700000+00:00,dc87888964b32cea,Node1,37.22,80.79,3.768,0.0,0.0,-76,5.16,0016c001f156c3ad
439,2026-04-30T16:48:37.183082000+00:00,dc87888964b32cea,Node1,36.74,80.4,3.768,0.0,0.0,-74,7.09,0016c001f156c3ad
2439,2026-04-30T16:48:34.300498000+00:00,dc87888964b32cec,AirNode2,22.16,36.47,3.895,1908.0,255.9,-73,5.31,0016c001f156c3ac
1439,2026-04-30T16:48:30.001880000+00:00,dc87888964b32ceb,AirNode1,34.92,87.61,3.879,504.9,278.0,-75,6.3,0016c001f156c3ac
1438,2026-04-30T16:44:59.158798000+00:00,dc87888964b32ceb,AirNode1,34.8,87.04,3.879,528.8,276.0,-79,6.85,0016c001f156c3ad
2438,2026-04-30T16:44:35.464970000+00:00,dc87888964b32cec,AirNode2,22.1,36.49,3.895,1902.0,265.2,-63,1.23,0016c001f156c3ad
438,2026-04-30T16:44:29.243619000+00:00,dc87888964b32cea,Node1,36.81,81.44,3.768,0.0,0.0,-78,4.88,0016c001f156c3ac
1437,2026-04-30T16:40:42.274654000+00:00,dc87888964b32ceb,AirNode1,35.26,87.23,3.88,560.5,283.9,-75,8.36,0016c001f156c3ac
2437,2026-04-30T16:40:14.646812000+00:00,dc87888964b32cec,AirNode2,22.51,37.79,3.895,1915.6,265.1,-67,6.11,0016c001f156c3ad
437,2026-04-30T16:39:51.439003000+00:00,dc87888964b32cea,Node1,36.49,81.96,3.769,0.0,0.0,-74,7.67,0016c001f156c3ad
436,2026-04-30T16:36:28.956277000+00:00,dc87888964b32cea,Node1,37.21,81.78,3.769,0.0,0.0,-75,3.35,0016c001f156c3ad
2436,2026-04-30T16:36:04.776212000+00:00,dc87888964b32cec,AirNode2,22.19,37.66,3.895,1894.6,266.9,-73,7.08,0016c001f156c3ac
1436,2026-04-30T16:36:00.677856000+00:00,dc87888964b32ceb,AirNode1,35.67,85.53,3.88,535.7,264.4,-82,5.87,0016c001f156c3ad
1435,2026-04-30T16:31:51.984584000+00:00,dc87888964b32ceb,AirNode1,35.36,84.48,3.88,569.4,288.8,-72,4.3,0016c001f156c3ab
2435,2026-04-30T16:31:45.033213000+00:00,dc87888964b32cec,AirNode2,21.95,37.23,3.895,1935.2,262.8,-69,5.01,0016c001f156c3ac
435,2026-04-30T16:31:27.080367000+00:00,dc87888964b32cea,Node1,37.71,82.7,3.77,0.0,0.0,-79,6.58,0016c001f156c3ac
1434,2026-04-30T16:27:28.567699000+00:00,dc87888964b32ceb,AirNode1,34.97,83.33,3.88,555.6,295.0,-68,4.53,0016c001f156c3ab
434,2026-04-30T16:27:26.212626000+00:00,dc87888964b32cea,Node1,38.14,82.63,3.77,0.0,0.0,-76,7.59,0016c001f156c3ad
2434,2026-04-30T16:27:25.466939000+00:00,dc87888964b32cec,AirNode2,22.11,36.74,3.896,1939.3,235.8,-61,4.52,0016c001f156c3ab
2433,2026-04-30T16:23:29.919894000+00:00,dc87888964b32cec,AirNode2,22.29,35.02,3.896,1911.0,214.9,-74,8.42,0016c001f156c3ab
433,2026-04-30T16:23:02.843180000+00:00,dc87888964b32cea,Node1,38.3,82.01,3.77,0.0,0.0,-82,2.8,0016c001f156c3ac
1433,2026-04-30T16:22:56.906350000+00:00,dc87888964b32ceb,AirNode1,35.2,84.08,3.881,470.5,262.3,-70,5.9,0016c001f156c3ab
1432,2026-04-30T16:18:41.068031000+00:00,dc87888964b32ceb,AirNode1,34.74,85.75,3.881,466.2,251.4,-66,5.22,0016c001f156c3ad
2432,2026-04-30T16:18:37.981825000+00:00,dc87888964b32cec,AirNode2,22.16,33.2,3.897,1869.6,224.8,-78,5.55,0016c001f156c3ad
432,2026-04-30T16:18:13.911590000+00:00,dc87888964b32cea,Node1,38.0,83.51,3.77,0.0,0.0,-69,6.63,0016c001f156c3ac
1431,2026-04-30T16:14:37.770592000+00:00,dc87888964b32ceb,AirNode1,34.84,86.09,3.881,401.2,258.5,-76,5.42,0016c001f156c3ac
2431,2026-04-30T16:14:27.990128000+00:00,dc87888964b32cec,AirNode2,22.17,33.06,3.897,1883.0,205.8,-78,7.4,0016c001f156c3ab
431,2026-04-30T16:14:13.710155000+00:00,dc87888964b32cea,Node1,38.32,83.52,3.77,0.0,0.0,-82,6.98,0016c001f156c3ad
2430,2026-04-30T16:10:28.634500000+00:00,dc87888964b32cec,AirNode2,22.27,34.89,3.897,1827.5,212.6,-78,8.33,0016c001f156c3ab
1430,2026-04-30T16:10:25.748564000+00:00,dc87888964b32ceb,AirNode1,34.52,86.76,3.881,400.0,267.8,-71,6.38,0016c001f156c3ad
430,2026-04-30T16:10:04.760966000+00:00,dc87888964b32cea,Node1,38.11,83.24,3.77,0.0,0.0,-73,6.26,0016c001f156c3ac
429,2026-04-30T16:06:14.667405000+00:00,dc87888964b32cea,Node1,37.73,83.09,3.77,0.0,0.0,-79,4.16,0016c001f156c3ad
2429,2026-04-30T16:06:08.400487000+00:00,dc87888964b32cec,AirNode2,22.09,35.17,3.897,1840.5,192.5,-75,5.61,0016c001f156c3ad
1429,2026-04-30T16:05:39.241901000+00:00,dc87888964b32ceb,AirNode1,34.63,87.08,3.882,474.4,265.5,-73,10.02,0016c001f156c3ad
2428,2026-04-30T16:01:51.304529000+00:00,dc87888964b32cec,AirNode2,22.92,35.67,3.897,1874.1,203.4,-84,6.22,0016c001f156c3ad
428,2026-04-30T16:01:09.363484000+00:00,dc87888964b32cea,Node1,37.54,82.88,3.771,0.0,0.0,-79,8.75,0016c001f156c3ac
1428,2026-04-30T16:00:57.989007000+00:00,dc87888964b32ceb,AirNode1,34.22,89.1,3.882,499.0,234.8,-74,4.87,0016c001f156c3ad
427,2026-04-30T15:57:22.155466000+00:00,dc87888964b32cea,Node1,37.12,83.46,3.771,0.0,0.0,-68,7.78,0016c001f156c3ad
2427,2026-04-30T15:57:01.937276000+00:00,dc87888964b32cec,AirNode2,23.64,36.33,3.897,1824.9,213.3,-78,5.18,0016c001f156c3ad
1427,2026-04-30T15:56:51.182462000+00:00,dc87888964b32ceb,AirNode1,34.45,90.43,3.882,527.4,243.3,-71,7.76,0016c001f156c3ab
426,2026-04-30T15:52:44.347826000+00:00,dc87888964b32cea,Node1,37.23,82.82,3.772,0.0,0.0,-80,6.57,0016c001f156c3ac
1426,2026-04-30T15:52:44.038280000+00:00,dc87888964b32ceb,AirNode1,34.03,90.66,3.882,497.0,233.4,-74,7.59,0016c001f156c3ab
2426,2026-04-30T15:52:38.485567000+00:00,dc87888964b32cec,AirNode2,23.5,38.87,3.897,1880.8,209.5,-67,4.46,0016c001f156c3ab
2425,2026-04-30T15:48:45.402862000+00:00,dc87888964b32cec,AirNode2,23.16,39.81,3.898,1948.8,164.6,-80,6.97,0016c001f156c3ad
425,2026-04-30T15:48:34.248822000+00:00,dc87888964b32cea,Node1,37.34,83.64,3.772,0.0,0.0,-74,6.26,0016c001f156c3ad
1425,2026-04-30T15:48:27.861849000+00:00,dc87888964b32ceb,AirNode1,33.74,89.34,3.883,497.4,234.3,-73,4.2,0016c001f156c3ac
2424,2026-04-30T15:44:29.668286000+00:00,dc87888964b32cec,AirNode2,23.27,41.16,3.898,1967.1,160.9,-71,7.61,0016c001f156c3ad
